,pl_name,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum,T_ast,Seff_rg,Seff_mxg,d_rg,d_mxg
1227,Kepler-1353 b,2.05,482.6,0.1516,4835.4,,-944.6000000000004,0.9389189752637864,0.29803333818459066,,
1228,Kepler-1354 b,2.55,464.6,0.35434,6173.6,,393.60000000000036,1.0892829657196275,0.3742129806507202,,
1229,Kepler-1355 b,1.386,1445.2,0.02232,5464.8,,-315.1999999999998,1.0009121987240672,0.33217600283136367,,
1230,Kepler-1356 b,1.402,1682.4,0.01368,5194.8,,-585.1999999999998,0.9719361411189535,0.31694858746725235,,
1231,Kepler-1357 b,1.168,1177.0,0.0398,5823.0,,43.0,1.043882484605146,0.353264702366947,,
1232,Kepler-1358 b,1.218,829.0,0.06588,5307.6,,-472.39999999999964,0.9836363301293153,0.32321920618596617,,
1233,Kepler-1359 b,3.348,373.4,0.27872,4784.0,,-996.0,0.9347535797016253,0.29547655590202393,,
1234,Kepler-136 b,1.976,920.2,0.10588,6156.4,,376.39999999999964,1.0870122924606602,0.3731911454025885,,
1235,Kepler-136 c,1.836,820.0,0.13334,6156.4,,376.39999999999964,1.0870122924606602,0.3731911454025885,,
1236,Kepler-1360 b,3.024,656.8,0.25372,6286.4,,506.39999999999964,1.104217714363899,0.38087424990673985,,
1237,Kepler-1361 b,0.942,1042.2,0.04288,5194.8,,-585.1999999999998,0.9719361411189535,0.31694858746725235,,
1238,Kepler-1362 b,2.39,251.2,0.45992,4676.8,,-1103.1999999999998,0.9265256571099588,0.290273494118645,,
1239,Kepler-1363 b,1.254,977.8,0.03624,4893.4,,-886.6000000000004,0.9437896585951701,0.30096537907158705,,
1240,Kepler-1364 b,2.08,1134.6,0.12394,6989.6,,1209.6000000000004,1.1932868121023958,0.41877873744409433,,
1241,Kepler-1365 b,0.808,905.6,0.07608,5801.8,,21.800000000000182,1.0412222727161975,0.3519995631254085,,
1242,Kepler-1365 c,0.69,1061.2,0.05538,5801.8,,21.800000000000182,1.0412222727161975,0.3519995631254085,,
1243,Kepler-1366 b,1.322,790.2,0.027,3933.2,,-1846.8000000000002,0.8860177200719441,0.2592623022881828,,
1244,Kepler-1367 b,0.86,900.0,0.02232,4059.2,,-1720.8000000000002,0.8909731130764152,0.26388857924374987,,
1245,Kepler-1368 b,1.402,2060.8,0.01524,5916.4,,136.39999999999964,1.0557418593448664,0.35884971490273343,,
1246,Kepler-1369 b,2.95,665.6,0.17348,6026.2,,246.19999999999982,1.069932004718705,0.365422607982736,,
1247,Kepler-137 b,1.618,757.6,0.0781,5313.0,,-467.0,0.9842114644477685,0.3235228717070754,,
1248,Kepler-137 c,2.152,581.0,0.1328,5313.0,,-467.0,0.9842114644477685,0.3235228717070754,,
1249,Kepler-1370 b,1.874,786.0,0.15368,6209.4,,429.39999999999964,1.0940162962635736,0.3763352077550073,,
1250,Kepler-1370 c,1.208,1097.8,0.0788,6209.4,,429.39999999999964,1.0940162962635736,0.3763352077550073,,
1251,Kepler-1371 b,0.71,1033.0,0.03984,5392.0,,-388.0,0.9927767222094505,0.3279990538407529,,
1252,Kepler-1371 c,0.582,1238.8,0.02772,5392.0,,-388.0,0.9927767222094505,0.3279990538407529,,
1253,Kepler-1372 b,1.21,1646.4,0.0238,5914.8,,134.80000000000018,1.055536924673261,0.35875393873166495,,
1254,Kepler-1373 b,0.872,1859.8,0.02398,6356.6,,576.6000000000004,1.1135222149911217,0.3849745189708061,,
1255,Kepler-1374 b,2.214,712.2,0.09184,5567.2,,-212.80000000000018,1.0127252977231973,0.33812535761843443,,
1256,Kepler-1375 b,1.256,1463.8,0.04512,6284.8,,504.8000000000002,1.1040055935715845,0.3807803397746572,,
1257,Kepler-1376 b,1.07,1040.6,0.05964,5907.2,,127.19999999999982,1.0545642810279399,0.35829903116189,,
1258,Kepler-1377 b,1.316,1879.6,0.01524,5617.0,,-163.0,1.0186167731938867,0.3410458256429507,,
1259,Kepler-1378 b,2.204,526.0,0.0884,4324.6,,-1455.3999999999996,0.903845383360069,0.2744656231313907,,
1260,Kepler-1379 b,1.284,1548.2,0.01728,5223.2,,-556.8000000000002,0.9748246735387217,0.31851389110867256,,
1261,Kepler-138 b,0.62666667,450.5,0.0746666667,3851.67,-1.25181,-1928.33,0.8831714900975332,0.2563995753510966,0.25180971383781564,0.4673436533319926
1262,Kepler-138 c,1.49142857,407.14,0.0905714286,3850.14,-1.25181,-1929.8600000000001,0.8831206403916458,0.2563468127216677,0.2518169632808641,0.4673917464037218
1263,Kepler-138 d,1.51857143,342.71,0.12773,3850.14,-1.25181,-1929.8600000000001,0.8831206403916458,0.2563468127216677,0.2518169632808641,0.4673917464037218
1264,Kepler-1380 b,1.418,783.6,0.09136,5700.2,,-79.80000000000018,1.0286569704107396,0.3459578210839962,,
1265,Kepler-1381 b,2.414,647.8,0.17284,6133.4,,353.39999999999964,1.083980144526072,0.37182275629416317,,
1266,Kepler-1382 b,1.336,778.8,0.1319,6050.8,,270.8000000000002,1.0731413581298264,0.3668937562674249,,
1267,Kepler-1383 b,1.234,918.6,0.1138,6243.2,,463.1999999999998,1.0984919210099435,0.3783323614777773,,
1268,Kepler-1384 b,2.246,610.8,0.11348,4974.4,,-805.6000000000004,0.9508915064069338,0.3051410449871043,,
1269,Kepler-1385 b,0.61,1233.8,0.0395,5737.6,,-42.399999999999636,1.0332455011496138,0.3481771237566238,,
1270,Kepler-1386 b,1.174,943.0,0.06914,5705.4,,-74.60000000000036,1.0292922574307577,0.34626601072185864,,
1271,Kepler-1387 b,0.912,1113.4,0.0308,5009.0,,-771.0,0.954030441333525,0.3069526125997506,,
1272,Kepler-1388 b,2.3,437.2,0.08544,3918.0,,-1862.0,0.8854663673154203,0.2587209152478292,,
1273,Kepler-1388 c,2.076,570.6,0.05018,3918.0,,-1862.0,0.8854663673154203,0.2587209152478292,,
1274,Kepler-1388 d,2.41333333,359.0,0.1229333333,3899.0,,-1881.0,0.8847906989626645,0.2580491563758253,,
1275,Kepler-1388 e,2.14333333,295.67,0.1815666667,3899.0,,-1881.0,0.8847906989626645,0.2580491563758253,,
1276,Kepler-1389 b,1.824,311.2,0.38428,5096.0,,-684.0,0.9621971180258395,0.31157853337334807,,
1277,Kepler-139 b,2.688,762.8,0.12498,5618.0,,-162.0,1.0187360095527056,0.3411046314615043,,
1278,Kepler-139 c,2.772,354.4,0.57904,5618.0,,-162.0,1.0187360095527056,0.3411046314615043,,
1279,Kepler-139 d,2.022,984.8,0.07496,5618.0,,-162.0,1.0187360095527056,0.3411046314615043,,
1280,Kepler-1390 b,1.024,888.2,0.06546,5635.8,,-144.19999999999982,1.0208644191472325,0.34215238054302083,,
1281,Kepler-1391 b,1.424,473.6,0.27932,5856.0,,76.0,1.0480475491292216,0.35523624116582936,,
1282,Kepler-1392 b,2.05,704.0,0.11932,5873.8,,93.80000000000018,1.0503058545436312,0.356300595089524,,
1283,Kepler-1393 b,0.7,1252.4,0.03438,5733.4,,-46.600000000000364,1.0327279991480118,0.34792759494769615,,
1284,Kepler-1394 b,0.876,1653.8,0.05406,6626.0,,846.0,1.1488161450840282,0.40021275014079455,,
1285,Kepler-1395 b,1.094,1659.6,0.05162,6371.6,,591.6000000000004,1.1155085029502554,0.38584510517325304,,
1286,Kepler-1396 b,1.644,755.0,0.13994,6182.4,,402.39999999999964,1.0904456336284045,0.37473524715804324,,
1287,Kepler-1397 b,1.46,511.4,0.2501,5903.8,,123.80000000000018,1.0541295808066797,0.3580955370667931,,
1288,Kepler-1398 b,0.824,1414.6,0.03924,6151.2,,371.1999999999998,1.086326319903993,0.3728819609978353,,
1289,Kepler-1398 c,0.9,1240.0,0.05108,6151.2,,371.1999999999998,1.086326319903993,0.3728819609978353,,
1290,Kepler-1399 b,1.322,1591.6,0.02768,6067.8,,287.8000000000002,1.0753646571031235,0.36790971548607915,,
1291,Kepler-14 b,11.26659744,1408.04,0.0780166667,6382.0,,602.0,1.1168849860745709,0.38644746080869574,,
1292,Kepler-140 b,1.392,1329.6,0.04506,6130.4,,350.39999999999964,1.0835850371799138,0.37164411630357236,,
1293,Kepler-140 c,1.574,437.6,0.41594,6130.4,,350.39999999999964,1.0835850371799138,0.37164411630357236,,
1294,Kepler-1400 b,1.818,726.4,0.07828,5102.8,,-677.1999999999998,0.962851747763728,0.31194424841021057,,
1295,Kepler-1401 b,1.408,811.6,0.098,6041.8,,261.8000000000002,1.0719660871511925,0.3663556548734107,,
1296,Kepler-1402 b,0.894,1343.8,0.0305,5400.4,,-379.60000000000036,0.9937037965389086,0.32847856506220113,,
1297,Kepler-1403 b,2.17,1232.4,0.06352,6419.8,,639.8000000000002,1.1218819416437378,0.38862767467651854,,
1298,Kepler-1404 b,6.288,605.0,0.11506,5392.2,,-387.8000000000002,0.992798759533687,0.3280104630969786,,
1299,Kepler-1405 b,3.012,566.6,0.17808,5865.0,,85.0,1.049188391754173,0.35577432776540047,,
1300,Kepler-1406 b,1.17,880.8,0.09978,5994.4,,214.39999999999964,1.0657983979267507,0.36351960032676073,,
1301,Kepler-1407 b,2.376,747.0,0.14948,5995.4,,215.39999999999964,1.0659281109171344,0.36357945933788527,,
1302,Kepler-1408 b,0.896,1522.2,0.04192,6165.0,,385.0,1.088147315745128,0.37370223038573797,,
1303,Kepler-1409 b,1.078,1721.2,0.01516,5222.2,,-557.8000000000002,0.9747223011411769,0.31845861642119766,,
1304,Kepler-141 b,13.342,3343.4,0.04076,4306.2,,-1473.8000000000002,0.9028401018642752,0.2736952780110511,,
1305,Kepler-141 c,30.94,2550.8,0.07002,4306.2,,-1473.8000000000002,0.9028401018642752,0.2736952780110511,,
1306,Kepler-1410 b,1.605,258.5,0.2486333333,3929.5,-1.158,-1850.5,0.8858826167209186,0.25913019040529317,0.2800992268788812,0.5178941351618296
1307,Kepler-1411 b,3.186,433.0,0.3979,6117.2,,337.1999999999998,1.0818477194359097,0.3708577082670644,,
1308,Kepler-1412 b,0.678,1251.0,0.04496,6003.4,,223.39999999999964,1.0669664719847174,0.36405829971806625,,
1309,Kepler-1413 b,1.84,644.4,0.10648,5341.2,,-438.8000000000002,0.9872366569371906,0.3251135655768188,,
1310,Kepler-1414 b,1.814,1117.6,0.04288,5070.6,,-709.3999999999996,0.9597726693451678,0.3102177229302719,,
1311,Kepler-1415 b,1.34,1826.4,0.01412,5309.2,,-470.8000000000002,0.9838066001136665,0.3233091494111026,,
1312,Kepler-1416 b,1.044,1752.0,0.02502,5691.4,,-88.60000000000036,1.027583889553498,0.34543656268432044,,
1313,Kepler-1417 b,1.012,696.0,0.14368,5954.2,,174.19999999999982,1.0605997924034984,0.3611128186138157,,
1314,Kepler-1418 b,1.31,422.2,0.13234,4583.0,,-1197.0,0.9198366990505332,0.2858681025934362,,
1315,Kepler-1419 b,2.57,509.2,0.23908,5908.8,,128.80000000000018,1.0547689381900276,0.3583947969222738,,
1316,Kepler-142 b,1.948,1593.4,0.03084,5743.2,,-36.80000000000018,1.0339363574166085,0.3485099409736261,,
1317,Kepler-142 c,2.756,1197.4,0.05462,5743.2,,-36.80000000000018,1.0339363574166085,0.3485099409736261,,
1318,Kepler-142 d,1.508,580.4,0.23252,5743.2,,-36.80000000000018,1.0339363574166085,0.3485099409736261,,
1319,Kepler-1420 b,1.288,797.0,0.06656,5272.8,,-507.1999999999998,0.9799623820069309,0.3212696570311114,,
1320,Kepler-1421 b,0.75,1148.8,0.07538,6488.8,,708.8000000000002,1.1309685360236401,0.3925668181553974,,
1321,Kepler-1422 b,1.9,813.0,0.14848,6559.6,,779.6000000000004,1.1402235628566024,0.39654639865454694,,
1322,Kepler-1423 b,2.82,749.8,0.15848,4995.6,,-784.3999999999996,0.9528073617113031,0.3062490804076576,,
1323,Kepler-1424 b,1.108,565.2,0.18168,5853.4,,73.39999999999964,1.0477183571602484,0.35508082249053985,,
1324,Kepler-1425 b,0.794,684.2,0.10544,5575.6,,-204.39999999999964,1.0137125557858293,0.33861681985194764,,
1325,Kepler-1426 b,1.624,791.4,0.11856,6128.8,,348.8000000000002,1.083374352140982,0.37154882782905085,,
1326,Kepler-1427 b,1.12,1828.0,0.0197,5808.4,,28.399999999999636,1.0420491134373828,0.352393293530231,,
1327,Kepler-1428 b,1.78,1068.6,0.09988,6327.8,,547.8000000000002,1.1097061109854067,0.38329730833893555,,
1328,Kepler-1429 b,1.258,1189.4,0.05494,6209.4,,429.39999999999964,1.0940162962635736,0.3763352077550073,,
1329,Kepler-143 b,2.134,782.2,0.12416,5977.8,,197.80000000000018,1.063647897079022,0.3625258378610008,,
1330,Kepler-143 c,2.514,656.8,0.17618,5977.8,,197.80000000000018,1.063647897079022,0.3625258378610008,,
1331,Kepler-1430 b,1.122,987.6,0.03112,4778.2,,-1001.8000000000002,0.9342925010924924,0.2951905413806353,,
1332,Kepler-1431 b,1.484,1059.8,0.06464,6009.8,,229.80000000000018,1.0677979889538958,0.36444132651817474,,
1333,Kepler-1432 b,2.114,715.2,0.16812,6320.4,,540.3999999999996,1.1087252268899384,0.3828652083848805,,
1334,Kepler-1433 b,1.342,1211.0,0.0521,6106.0,,326.0,1.080375182254873,0.3701899797236288,,
1335,Kepler-1434 b,0.99,1216.6,0.08286,6327.0,,547.0,1.1096000747069865,0.3832506168479918,,
1336,Kepler-1435 b,0.914,1398.0,0.0564,6577.6,,797.6000000000004,1.1425622382199259,0.39754695050657857,,
1337,Kepler-1436 b,1.462,958.4,0.0894,6125.8,,345.8000000000002,1.0829793916486739,0.3713701364315894,,
1338,Kepler-1437 b,1.338,771.2,0.09546,5793.8,,13.800000000000182,1.0402216905817563,0.3515224866498174,,
1339,Kepler-1438 b,0.94,1288.6,0.03332,5561.2,,-218.80000000000018,1.012021754581633,0.3377746105839801,,
1340,Kepler-1439 b,1.518,425.6,0.05902,3553.4,,-2226.6,0.8748332078542335,0.24674454073387403,,
1341,Kepler-144 b,1.33333333,1167.67,0.0657166667,6282.17,,502.1700000000001,1.103656924296582,0.38062593415540985,,
1342,Kepler-144 c,1.30666667,974.83,0.0942333333,6282.17,,502.1700000000001,1.103656924296582,0.38062593415540985,,
1343,Kepler-1440 b,1.42,575.4,0.22538,5858.6,,78.60000000000036,1.0483769142979942,0.3553916729200824,,
1344,Kepler-1441 b,1.402,531.4,0.22378,5688.4,,-91.60000000000036,1.0272186512707557,0.3452589469362393,,
1345,Kepler-1442 b,3.3775,496.5,0.384325,6462.25,,682.25,1.1274786073143785,0.39105771097132236,,
1346,Kepler-1443 b,0.805,1579.5,0.0359,6348.75,,568.75,1.1124823348710218,0.38451808803273435,,
1347,Kepler-1444 b,1.995,551.75,0.202325,5811.25,,31.25,1.0424065348748208,0.35256335181803705,,
1348,Kepler-1445 b,0.925,930.0,0.094875,6073.25,,293.25,1.0760783090221433,0.3682352804479142,,
1349,Kepler-1446 b,1.59,2112.75,0.01485,4858.5,,-921.5,0.940837260946488,0.29919519694212365,,
1350,Kepler-1447 b,3.1325,481.5,0.289825,5817.75,,37.75,1.0432225487507134,0.3529512875970786,,
1351,Kepler-1448 b,1.715,811.0,0.1058,6075.0,,295.0,1.076307551858783,0.36833980418041307,,
1352,Kepler-1449 b,1.775,867.0,0.1176,6269.0,,489.0,1.1019110467879099,0.379851982633486,,
1353,Kepler-145 b,2.284,886.6,0.1723,6119.4,,339.39999999999964,1.0821371383254788,0.37098881938289807,,
1354,Kepler-145 c,3.884,719.6,0.26138,6119.4,,339.39999999999964,1.0821371383254788,0.37098881938289807,,
1355,Kepler-1450 b,1.6475,309.5,0.239425,4405.25,,-1374.75,0.908458110889267,0.27790761731257635,,
1356,Kepler-1451 b,2.735,521.5,0.2098,5796.75,,16.75,1.0405904435636752,0.3516983860693736,,
1357,Kepler-1452 b,2.02,655.5,0.2517,6123.25,,343.25,1.0826437520935157,0.3712182229615584,,
1358,Kepler-1453 b,2.7,503.0,0.262,5936.0,,156.0,1.058256936821015,0.3600231073669019,,
1359,Kepler-1454 b,1.77,450.75,0.24065,5500.5,,-279.5,1.0049829828554848,0.33424092610691813,,
1360,Kepler-1455 b,1.918,277.0,0.21468,3906.2,-1.247,-1873.8000000000002,0.8850449861234172,0.2583030691659904,0.2529398909304319,0.4682041046483334
1361,Kepler-1456 b,1.2075,433.0,0.1132,4257.0,,-1523.0,0.9002367440847298,0.27166268390329773,,
1362,Kepler-1457 b,1.7125,478.0,0.2668,5968.0,,188.0,1.06238081030841,0.36193909201946645,,
1363,Kepler-1458 b,3.035,493.0,0.2495,5641.0,,-139.0,1.0214883281228027,0.34245881619172464,,
1364,Kepler-1459 b,1.675,370.0,0.2883,4900.75,,-879.25,0.9444197290023483,0.3013404332807808,,
1365,Kepler-146 b,3.33,641.4,0.19482,6150.8,,370.8000000000002,1.086273563118159,0.3728581728243621,,
1366,Kepler-146 c,2.982,475.2,0.35512,6150.8,,370.8000000000002,1.086273563118159,0.3728581728243621,,
1367,Kepler-1460 b,1.9775,391.0,0.1614,4463.0,,-1317.0,0.9119703892194866,0.2804376611306608,,
1368,Kepler-1461 b,1.975,451.75,0.17105,4986.25,,-793.75,0.9519594968721083,0.30575963393900263,,
1369,Kepler-1462 b,3.0,390.0,0.3094,5436.0,,-344.0,0.9976667463127302,0.33051795954111796,,
1370,Kepler-1463 b,1.8125,619.0,0.1694,5973.0,,193.0,1.063027047902095,0.36223845658362486,,
1371,Kepler-1464 b,1.5225,564.0,0.1803,5638.0,,-142.0,1.0211282641659225,0.34228200734562475,,
1372,Kepler-1464 c,0.8825,1023.0,0.0548,5638.0,,-142.0,1.0211282641659225,0.34228200734562475,,
1373,Kepler-1465 b,2.55,477.5,0.177625,4720.0,,-1060.0,0.929766531447344,0.29234893325132005,,
1374,Kepler-1466 b,1.3625,585.0,0.1942,6086.0,,306.0,1.0777494677148092,0.3689966290035447,,
1375,Kepler-1467 b,2.9525,412.5,0.238575,5289.5,,-490.5,0.9817184083035815,0.32220360204393805,,
1376,Kepler-1468 b,1.78,961.0,0.0808,5928.25,,148.25,1.05726144251369,0.359559112791841,,
1377,Kepler-1468 c,1.2075,1273.25,0.046075,5928.25,,148.25,1.05726144251369,0.359559112791841,,
1378,Kepler-1468 d,1.935,720.0,0.14395,5928.25,,148.25,1.05726144251369,0.359559112791841,,
1379,Kepler-1469 b,2.4675,554.0,0.14645,5397.25,,-382.75,0.9933557823294352,0.32829867111859956,,
1380,Kepler-147 b,1.306,905.4,0.10866,5986.2,,206.19999999999982,1.0647354518060121,0.36302872769100897,,
1381,Kepler-147 c,2.628,654.6,0.20812,5986.2,,206.19999999999982,1.0647354518060121,0.36302872769100897,,
1382,Kepler-1470 b,1.1725,579.25,0.11585,4966.75,,-813.25,0.9502059579351483,0.30474273318339656,,
1383,Kepler-1471 b,1.41,1174.25,0.0435,5794.0,,14.0,1.0402466829356618,0.35153441118933737,,
1384,Kepler-1471 c,1.565,798.25,0.0942,5794.0,,14.0,1.0402466829356618,0.35153441118933737,,
1385,Kepler-1472 b,1.7425,628.0,0.233175,6411.25,,631.25,1.1207526242393322,0.38813582501125,,
1386,Kepler-1473 b,1.245,783.0,0.116,5929.0,,149.0,1.0573577233854847,0.3596040142473706,,
1387,Kepler-1474 b,2.38,594.75,0.220175,5934.25,,154.25,1.0580320336894138,0.3599183320908579,,
1388,Kepler-1475 b,2.21,441.0,0.373,6247.0,,467.0,1.0989953940083217,0.37855645689734463,,
1389,Kepler-1476 b,1.77,860.0,0.0932,5893.0,,113.0,1.0527505593186195,0.35744922544615526,,
1390,Kepler-1477 b,1.37,674.0,0.0911,5149.0,,-631.0,0.9673610514857277,0.31444434770986535,,
1391,Kepler-1478 b,1.3875,598.0,0.1681,6081.5,,301.5,1.077159394995984,0.3687279666666911,,
1392,Kepler-1479 b,1.72,746.0,0.1173,6003.0,,223.0,1.066914526424946,0.36403435912835225,,
1393,Kepler-148 b,1.816,1281.2,0.02692,5245.4,,-534.6000000000004,0.9771097158110131,0.31974391781730527,,
1394,Kepler-148 c,3.438,954.4,0.04854,5245.4,,-534.6000000000004,0.9771097158110131,0.31974391781730527,,
1395,Kepler-148 d,8.736,412.8,0.25952,5245.4,,-534.6000000000004,0.9771097158110131,0.31974391781730527,,
1396,Kepler-1480 b,3.2125,721.0,0.1525,5312.0,,-468.0,0.9841048566970322,0.32346661440364055,,
1397,Kepler-1481 b,1.26,797.75,0.05885,4914.25,,-865.75,0.9455844935190459,0.3020313303038086,,
1398,Kepler-1482 b,0.88666667,654.0,0.0957333333,5375.0,,-405.0,0.990909982143598,0.3270306522310505,,
1399,Kepler-1483 b,1.215,985.5,0.091375,6282.0,,502.0,1.1036343869452783,0.38061595182513736,,
1400,Kepler-1484 b,2.375,624.0,0.1939,6283.0,,503.0,1.1037669599765674,0.3806746683888869,,
1401,Kepler-1485 b,1.4175,726.5,0.147375,6051.5,,271.5,1.0732328205016368,0.3669356020110758,,
1402,Kepler-1486 b,2.355,522.25,0.2885,6021.75,,241.75,1.0693525041110905,0.36515638100158593,,
1403,Kepler-1487 b,2.1925,1183.25,0.078475,6269.25,,489.25,1.1019441855446022,0.37986668562341963,,
1404,Kepler-1487 c,4.2575,697.0,0.2261,6269.25,,489.25,1.1019441855446022,0.37986668562341963,,
1405,Kepler-1488 b,1.75,608.0,0.227975,5953.75,,173.75,1.060541781043024,0.3610858746610603,,
1406,Kepler-1488 c,0.9525,1133.25,0.06565,5953.75,,173.75,1.060541781043024,0.3610858746610603,,
1407,Kepler-1489 b,1.7075,406.0,0.3604,5909.5,,129.5,1.054858494206051,0.35843669518387794,,
1408,Kepler-149 b,4.538,566.6,0.17772,5465.2,,-314.8000000000002,1.0009575190315254,0.33219908108170093,,
1409,Kepler-149 c,1.862,458.0,0.27204,5465.2,,-314.8000000000002,1.0009575190315254,0.33219908108170093,,
1410,Kepler-149 d,4.442,321.2,0.55242,5465.2,,-314.8000000000002,1.0009575190315254,0.33219908108170093,,
1411,Kepler-1490 b,2.665,348.75,0.372675,5597.25,,-182.75,1.0162693084532597,0.3398856842510696,,
1412,Kepler-1491 b,1.565,726.5,0.1276,5816.5,,36.5,1.043065532485204,0.352876675705051,,
1413,Kepler-1491 c,1.89333333,476.0,0.3057666667,5795.33,,15.329999999999927,1.0404129111486253,0.3516137125117366,,
1414,Kepler-1492 b,3.68,801.0,0.1262,4807.0,,-973.0,0.9365998724552353,0.2966157492678789,,
1415,Kepler-1493 b,1.0725,726.25,0.109875,5672.0,,-108.0,1.0252273334040423,0.3442887788437404,,
1416,Kepler-1494 b,3.32,415.0,0.3982,5915.0,,135.0,1.0555625383381029,0.358765910643113,,
1417,Kepler-1495 b,3.22,443.0,0.3677,5922.0,,142.0,1.0564595846214506,0.35918494640348386,,
1418,Kepler-1496 b,1.8725,499.0,0.3244,6103.0,,323.0,1.0799810060101727,0.3700110544118312,,
1419,Kepler-1497 b,1.7525,904.5,0.082825,5807.5,,27.5,1.041936290549779,0.35233959565866174,,
1420,Kepler-1498 b,1.685,480.0,0.2456,5352.25,,-427.75,0.9884319126848095,0.3257390653814702,,
1421,Kepler-1499 b,1.1775,409.0,0.2196,5002.0,,-778.0,0.9533903512043034,0.30658479116012094,,
1422,Kepler-15 b,12.09555672,1081.02,0.0574833333,5569.7,,-210.30000000000018,1.0130188451191116,0.3382715756875762,,
1423,Kepler-150 b,1.306,1178.0,0.0438,5800.0,,20.0,1.0409969834438237,0.35189220415052,,
1424,Kepler-150 c,3.644,913.4,0.07292,5800.0,,20.0,1.0409969834438237,0.35189220415052,,
1425,Kepler-150 d,2.856,764.4,0.10412,5800.0,,20.0,1.0409969834438237,0.35189220415052,,
1426,Kepler-150 e,2.926,566.4,0.18948,5800.0,,20.0,1.0409969834438237,0.35189220415052,,
1427,Kepler-1500 b,1.355,802.0,0.1152,5987.0,,207.0,1.0648390984510243,0.36307661978868166,,
1428,Kepler-1501 b,1.305,853.75,0.1237,6335.0,,555.0,1.110660370622878,0.3837172880812505,,
1429,Kepler-1502 b,2.13,611.75,0.2482,6443.0,,663.0,1.1249429583412003,0.389958278913351,,
1430,Kepler-1503 b,2.1225,323.25,0.37575,5335.5,,-444.5,0.9866222587927456,0.32479138851046013,,
1431,Kepler-1504 b,2.82,414.5,0.35975,5713.75,,-66.25,1.0303142191730077,0.34676115431662363,,
1432,Kepler-1505 b,1.1175,600.0,0.18965,5912.75,,132.75,1.055274436958459,0.35863122850562845,,
1433,Kepler-1506 b,1.4575,783.0,0.1168,6063.0,,283.0,1.074736471108314,0.36762292107498246,,
1434,Kepler-1507 b,0.855,663.0,0.117475,5439.25,,-340.75,0.9980312363046191,0.3307047055610251,,
1435,Kepler-1508 b,1.54,733.0,0.144225,5726.5,,-53.5,1.0318790179250048,0.3475178149864135,,
1436,Kepler-1509 b,1.9325,656.5,0.17265,6009.25,,229.25,1.067726501963385,0.36440841189590323,,
1437,Kepler-151 b,2.948,641.2,0.11478,5455.0,,-325.0,0.999803934176914,0.3316110080799805,,
1438,Kepler-151 c,2.16,545.4,0.15854,5455.0,,-325.0,0.999803934176914,0.3316110080799805,,
1439,Kepler-1510 b,3.27,489.0,0.393825,6235.75,,455.75,1.09750499884586,0.3778927516510397,,
1440,Kepler-1511 b,2.255,903.0,0.1753,6602.0,,822.0,1.1457216570781412,0.3988954601241274,,
1441,Kepler-1512 b,1.064,404.0,0.12008,4154.4,-1.695,-1625.6000000000004,0.8951963456241665,0.2675511518846251,0.1501553635035455,0.2746607410423546
1442,Kepler-1513 b,9.1425,346.0,0.5416,5650.0,,-130.0,1.022570415664829,0.3429895502696075,,
1443,Kepler-1514 b,16.435709,522.83,0.73998,6288.6,0.32838,508.60000000000036,1.1045093830669126,0.3810033454306834,1.3886899585144568,2.36442534193727
1444,Kepler-1514 c,1.63716482,1220.2,0.09808,6310.0,0.32838,530.0,1.107346539130709,0.3822571738208075,1.3869098215473943,2.36054442246062
1445,Kepler-1515 b,9.29,387.5,0.7505,6505.5,,725.5,1.1331588126554044,0.39351154081322126,,
1446,Kepler-1516 b,1.6,967.0,0.0718,5914.0,,134.0,1.0554344790849641,0.35870605140628353,,
1447,Kepler-1517 b,18.37003703,2185.91,0.078,7279.17,,1499.17,1.2235082135555044,0.4310218322899619,,
1448,Kepler-1518 b,2.43666667,1351.0,0.0593,6432.0,,652.0,1.123492254764144,0.3893281308169474,,
1449,Kepler-1518 c,3.18666667,1094.0,0.0905,6432.0,,652.0,1.123492254764144,0.3893281308169474,,
1450,Kepler-1519 b,7.7075,297.75,0.75455,5872.75,,92.75,1.0501724195812718,0.3562377950837853,,
1451,Kepler-152 b,3.07,561.6,0.12732,5242.2,,-537.8000000000002,0.9767788841120977,0.3195662732202207,,
1452,Kepler-152 c,2.708,331.8,0.36494,5242.2,,-537.8000000000002,0.9767788841120977,0.3195662732202207,,
1453,Kepler-1520 b,9.7275,1436.25,0.0129,4550.0,,-1230.0,0.9175964499409489,0.2843515621752075,,
1454,Kepler-1521 b,5.49,559.75,0.25135,5060.5,,-719.5,0.9588177709391802,0.30967893526193735,,
1455,Kepler-1522 b,1.5475,1380.75,0.028875,5768.25,,-11.75,1.0370384497208203,0.3500001940272332,,
1456,Kepler-1523 b,1.5275,1766.0,0.0188,5743.0,,-37.0,1.0339116672564852,0.34849805246792925,,
1457,Kepler-1524 b,2.855,454.5,0.3257,5879.5,,99.5,1.0510306902648876,0.35664153951535293,,
1458,Kepler-1525 b,0.86,1317.5,0.03555,5785.25,,5.25,1.0391543416371838,0.3510128301133257,,
1459,Kepler-1526 b,2.1975,787.75,0.0418,4518.0,,-1262.0,0.9154800121277262,0.28289771666442276,,
1460,Kepler-1527 b,4.1125,366.0,0.5886,6079.25,,299.25,1.0768644608418447,0.36859361515564115,,
1461,Kepler-1528 b,1.365,1548.25,0.0296,6040.0,,260.0,1.071731185121264,0.36624801653132,,
