pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum
"TOI-3331 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.57399983,1409.00,0.0314400000,5576.50,-0.09313
"TOI-3353.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.42248275,1166.18,0.0601182180,6365.00,
"TOI-3362 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.06190000,688.00,,6509.80,
"TOI-3364 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.31074938,1238.40,0.0675000000,5755.50,0.28556
"TOI-3464 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.12571415,1421.50,0.0515000000,6361.50,0.55871
"TOI-3474 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.37302787,1444.00,0.0502000000,6034.00,0.26951
"TOI-3486 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.52298440,1068.00,0.0313800000,4885.50,-0.48280
"TOI-3493 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.29547221,1051.26,,5852.00,
"TOI-3523 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.46944875,1977.00,0.0355900000,6506.00,0.51455
"TOI-3540 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",17.85732972,1411.44,0.0428900000,5910.60,0.19005
"TOI-3568 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.85101585,880.22,0.0485000000,4916.50,0.33000
"TOI-3593 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.35829305,1128.82,0.0481000000,5446.00,-0.14146
"TOI-3629 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.22952048,702.33,0.0424700000,3808.00,-1.12494
"TOI-3682 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.48667798,1547.50,0.0480000000,5602.00,0.45788
"TOI-3688 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.19026169,1502.72,0.0456000000,6019.00,0.28330
"TOI-3693 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.74814715,783.00,0.0813000000,5266.00,-0.34390
"TOI-3714 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.34852911,746.22,0.0264333333,3627.50,-1.40671
"TOI-375 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.76874086,1140.96,0.0990000000,5130.75,0.75997
"TOI-3757 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.21886544,732.08,0.0384500000,3907.50,-1.06048
"TOI-3785 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.93609500,547.50,0.0430000000,3539.00,-1.43533
"TOI-3807 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.29380908,1446.50,0.0421000000,5840.00,0.33244
"TOI-3819 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.03211552,1600.39,0.0461100000,5929.00,0.39967
"TOI-3837 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.94800564,1066.00,0.0990000000,5839.45,0.19618
"TOI-3856 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.47849679,1361.50,0.0325000000,5595.00,0.00087
"TOI-3862 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.84158500,1375.50,0.0253900000,5432.20,
"TOI-3877 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.86857894,1280.00,0.0529000000,5696.60,0.30750
"TOI-3884 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.06353013,439.20,0.0357500000,3213.67,-2.03152
"TOI-3894 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.00284460,1475.25,0.0544100000,6078.70,0.41896
"TOI-3912 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.25787071,1453.00,0.0463000000,5752.25,0.27323
"TOI-3919 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.26583489,1112.00,0.0795000000,6163.50,0.33606
"TOI-3976 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.19316693,1226.00,0.0743000000,5984.00,0.41296
"TOI-3980 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.76364255,1638.00,0.0494000000,5847.00,0.44248
"TOI-3984 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.53618000,555.50,0.0410000000,3449.00,
"TOI-4010 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.10749379,1399.93,0.0229000000,4924.00,
"TOI-4010 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.27197379,889.50,0.0580000000,4924.00,
"TOI-4010 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.36358936,631.34,0.1130000000,4924.00,
"TOI-406 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.29657769,496.63,0.0322000000,3370.50,-1.71444
"TOI-406.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.00015820,345.81,0.0832087675,3363.33,-1.71444
"TOI-4087 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.47442677,1425.50,0.0446900000,6065.50,0.17609
"TOI-411 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45329489,1442.68,0.0550350000,6103.33,
"TOI-411 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.28081954,1060.59,0.0978000000,6103.33,
"TOI-4127 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.41487142,438.55,0.3081000000,6264.50,0.31639
"TOI-4137 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.60558781,1494.00,0.0522200000,6223.00,0.43933
"TOI-4145 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.74388005,965.00,0.0482300000,5351.00,-0.28735
"TOI-4153 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.39087395,1586.93,0.0631100000,6635.50,0.71349
"TOI-4155 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.11678000,1313.00,,5933.00,
"TOI-4184 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.49270726,397.20,0.0336000000,3192.50,-2.26440
"TOI-4201 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.88251834,728.80,0.0396200000,3844.80,-1.10092
"TOI-421 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.41524486,938.05,0.0557000000,5444.67,
"TOI-421 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.99032056,644.60,0.1179500000,5444.67,
"TOI-4214 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.91807930,1497.00,0.0501800000,6153.25,0.48287
"TOI-4308 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.43516000,761.02,,5129.00,
"TOI-431 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.37707647,1796.36,0.0113000000,4870.50,
"TOI-431 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.28547459,610.78,0.0980000000,4870.50,
"TOI-4329 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",20.88421891,2027.12,,5520.00,
"TOI-4336 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.10208009,302.78,0.0860500000,3323.33,-1.95085
"TOI-4336 A c","Transit","Multiple Observatories",1.25100000,399.50,0.0509200000,3307.00,-1.95861
"TOI-4342 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.28904695,619.21,0.0522050000,3883.33,-1.12610
"TOI-4342 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.40940817,497.59,0.0809000000,3883.33,-1.12610
"TOI-4364 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.05185351,487.68,0.0475300000,3514.00,-1.51215
"TOI-4377 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.36327424,1162.08,,4913.00,
"TOI-4379 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.52332447,1869.38,,6368.00,
"TOI-4406 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.66825311,803.93,0.2010000000,6062.75,0.36173
"TOI-4438 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.47162148,420.95,0.0522500000,3376.00,-1.78077
"TOI-444 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.03350987,585.18,0.1330000000,5227.00,
"TOI-4443.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.71932649,1569.06,0.0299626450,5834.00,
"TOI-4463 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",17.84496208,1408.00,0.0403600000,5590.50,0.01115
"TOI-4465 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.81561294,684.00,0.4160000000,5551.00,
"TOI-4479 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.75148609,821.29,0.0164000000,3424.50,-1.60432
"TOI-4487 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.86455093,1558.00,0.0544800000,5989.50,0.55267
"TOI-4495 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.33346000,1651.00,0.0395700000,6183.00,
"TOI-4495 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.76363333,1316.56,0.0624812885,6174.00,
"TOI-4504 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.66002553,1234.03,,5271.00,
"TOI-4504 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.47563310,182.80,,5271.00,
"TOI-4507 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.82355748,562.01,,6115.26,
"TOI-451 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.89412191,1424.87,0.0278500000,5507.00,-0.20912
"TOI-451 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.91836687,836.23,0.0809000000,5507.00,-0.20912
"TOI-451 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.97494405,690.07,0.1188000000,5507.00,-0.20912
"TOI-4515 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.21819838,677.72,0.1180000000,5426.91,-0.23582
"TOI-4527.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.90866172,1304.98,0.0083323530,3702.00,
"TOI-4529 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.82106093,504.81,,3654.00,-1.41263
"TOI-4551 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.32411000,1655.00,,4956.00,
"TOI-4552 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.19505619,1074.80,0.0056255000,3281.00,-2.07779
"TOI-4559 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.45749673,538.34,0.0359000000,3517.00,-1.69250
"TOI-4562 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.86907529,329.57,0.7680000000,6030.99,
"TOI-4582 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.15776883,614.66,,5234.00,
"TOI-4600 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.81184623,345.58,0.3490000000,5121.50,-0.37675
"TOI-4600 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.16438758,431.83,1.1520000000,5121.50,-0.37675
"TOI-4602.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.45683950,1470.63,0.0509971200,6011.90,
"TOI-4603 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.95962894,1657.00,0.0888000000,6216.55,1.01703
"TOI-4633 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.52959232,268.57,,5490.04,
"TOI-4638.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.71867163,779.83,,5700.00,
"TOI-4641 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.76032934,950.11,,6798.40,
"TOI-4666 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.61413633,712.33,0.0336500000,3657.00,-1.20851
"TOI-469.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.44514588,732.34,0.1092500000,5451.00,-0.15428
"TOI-470 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.47656595,659.84,0.1190000000,5304.00,
"TOI-4734 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.97226360,1432.50,0.0740000000,5962.00,0.62428
"TOI-4773 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.68356537,2133.95,0.0321600000,6707.00,0.64836
"TOI-4791 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.72663429,1375.50,0.0555000000,6011.00,0.38021
"TOI-4794 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.04860214,1641.50,0.0492000000,6302.00,0.49969
"TOI-480 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.83410582,1211.78,0.0770000000,6193.31,0.46195
"TOI-481 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.51985500,1240.50,0.0970000000,5747.50,0.43457
"TOI-4860 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.72293980,668.33,0.0182650000,3295.67,-1.83565
"TOI-4914 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.73770000,734.00,0.0980000000,5807.45,0.00903
"TOI-4940 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.68276845,643.12,0.1650000000,5461.35,0.04766
"TOI-4961 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.89550896,873.63,0.0726000000,5229.00,-0.20135
"TOI-4994 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.81935665,662.80,0.1515000000,5580.00,0.00860
"TOI-500 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.22839248,1629.13,0.0123450000,4550.33,
"TOI-5005 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.12714500,1026.00,0.0661400000,5794.50,
"TOI-5007 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.84843647,694.50,0.0307000000,3775.00,-1.09528
"TOI-5027 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.02121074,1045.50,0.0930000000,5877.45,-0.03058
"TOI-5076 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.23851190,564.00,0.1481000000,4881.47,-0.48133
"TOI-5082.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.59556000,1138.96,0.0512048420,5670.00,
"TOI-5108 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.44398000,1053.50,0.0730000000,5844.00,
"TOI-5110 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.59760018,762.50,0.2157000000,6121.50,0.84696
"TOI-512 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.53272911,919.78,,5429.00,-0.25696
"TOI-5126 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.57285500,1344.50,0.0651900000,6186.50,0.29885
"TOI-5126 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.43316500,897.50,0.1439000000,6186.50,0.29885
"TOI-5143 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.02041386,904.48,,5296.38,
"TOI-5153 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.61810977,822.50,0.1580000000,6354.00,
"TOI-5174 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.80454584,808.37,,5643.77,
"TOI-5181 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.19084801,1410.50,0.0522000000,6001.50,0.45788
"TOI-519 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.83339899,723.08,0.0147933333,3312.75,-1.84321
"TOI-5205 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.08298062,710.67,0.0197000000,3374.00,-1.71220
"TOI-521 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.97265162,751.94,0.0195000000,3491.50,-1.59860
"TOI-5210 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.16494726,1257.00,0.0557000000,5646.00,0.15229
"TOI-5218 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.62378905,729.20,0.0469000000,4083.50,-0.82391
"TOI-5232 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.87581900,1704.50,0.0559300000,6356.00,0.71265
"TOI-5238 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.89644000,1042.00,,5430.50,
"TOI-5261 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.24084751,1117.00,0.0513400000,5738.00,0.02078
"TOI-5292 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",13.04076511,744.50,0.0279000000,3843.00,-1.10127
"TOI-5293 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.59270036,671.00,0.0326500000,3621.33,
"TOI-530 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.95778516,530.31,0.0520000000,3673.50,-1.30980
"TOI-5300 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.91655151,993.50,0.0295000000,4414.50,-0.76195
"TOI-5301 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.98772486,1563.25,0.0717833333,6284.50,0.81624
"TOI-5319 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.28840500,695.00,0.0506000000,3580.00,-1.45905
"TOI-532 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.70556032,823.07,0.0296000000,3936.50,-1.09528
"TOI-5322 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.67110470,1352.00,0.0604000000,5741.00,0.30750
"TOI-5340 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.34798952,1547.50,0.0628000000,6138.60,0.59550
"TOI-5344 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.98893858,634.67,0.0402050000,3697.33,-1.22833
"TOI-5349 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.81335500,684.50,0.0369000000,3695.50,-1.20066
"TOI-5350 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.00292531,1187.50,0.0796000000,6238.80,0.33445
"TOI-5386 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.94774134,1345.00,0.0485600000,6007.10,0.28488
"TOI-5388.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.59284000,488.12,0.0243358550,3476.67,-1.94539
"TOI-5398 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.70945000,933.00,0.0980000000,6008.55,
"TOI-5398 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.41106500,1232.00,0.0570000000,6008.55,
"TOI-540 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.93423532,580.62,0.0122300000,3129.00,-2.46092
"TOI-5422 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.83355597,1323.12,0.0619000000,5741.75,0.35218
"TOI-544 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.06939136,1028.35,0.0238000000,4401.00,
"TOI-5489 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.43122869,597.47,,3547.00,
"TOI-5489 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.27919483,514.08,,3547.00,
"TOI-5542 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.55803076,451.50,0.3320000000,5546.45,1.05700
"TOI-5573 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.44979500,501.50,0.0712000000,3742.50,-1.15927
"TOI-558 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.85151068,1037.00,0.1291000000,6245.90,0.54654
"TOI-559 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.23439897,1214.50,0.0723000000,5948.50,0.22737
"TOI-5592 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.53027024,1605.50,0.0393500000,6284.00,0.42160
"TOI-561 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.44345641,2301.15,0.0105700000,5357.75,-0.27440
"TOI-561 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.85209349,798.34,0.0882750000,5357.75,-0.27440
"TOI-561 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.75865560,520.66,0.1575666667,5368.33,-0.27044
"TOI-561 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.75093528,329.22,0.3290000000,5381.50,-0.27327
"TOI-5616 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.55468886,898.35,0.0272000000,3961.50,-0.99268
"TOI-5634 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.04610000,812.50,0.0272000000,3833.00,-1.24489
"TOI-564 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.59229325,1644.25,0.0273400000,5696.00,0.03262
"TOI-5678 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.01243500,451.00,0.2490000000,5500.50,
"TOI-5688 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.85747000,690.50,0.0337900000,3650.50,-1.22841
"TOI-5704 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.28418206,900.99,,4590.00,
"TOI-5713 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.81527365,332.51,0.0600800000,3248.00,-2.05849
"TOI-5716 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.98883717,373.28,,3383.50,
"TOI-5720 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.24160952,699.64,0.0182880000,3373.00,-1.79183
"TOI-5726.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.43067499,1093.03,,5874.00,
"TOI-5728 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.21848035,365.57,,3431.50,
"TOI-5734 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.42253338,724.96,0.0599550000,4728.33,-0.74232
"TOI-5736 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.62608872,1256.55,,3949.00,
"TOI-5786 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.69906500,1132.50,0.1140000000,6257.50,
"TOI-5788 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.53018000,994.00,0.0640000000,5639.50,-0.14752
"TOI-5788 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.13323500,681.50,0.1197000000,5639.50,-0.14752
"TOI-5789 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.69852000,598.00,0.1009000000,5158.50,-0.32883
"TOI-5795 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.45612980,1070.67,0.0640000000,5711.50,0.05308
"TOI-5799 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.78204643,503.44,0.0350000000,3495.67,-1.82974
"TOI-5799 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.76000000,337.00,0.0782000000,3452.00,
"TOI-5800 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.65770056,1088.27,0.0344500000,4833.67,-0.50934
"TOI-5803 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.38850000,747.43,,5134.00,
"TOI-5817 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.05362920,902.98,0.1223000000,5789.50,0.31175
"TOI-5882 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.49652363,1789.67,0.0824250000,5895.33,0.78820
"TOI-5916 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.13719872,709.00,0.0262000000,3558.50,-1.45223
"TOI-5938 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.87076000,1091.50,0.0308000000,4551.00,
"TOI-6000 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.97763151,1071.46,,3419.00,
"TOI-6002 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.59947410,308.90,0.0572200000,3250.50,-2.23508
"TOI-6008 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.13827392,678.16,0.0107770000,3086.50,-2.32873
"TOI-6016 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.32257823,1636.00,0.0550000000,5958.50,0.46090
"TOI-6029 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.02200000,1484.00,,5852.00,
"TOI-6034 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.03254346,687.94,0.0294900000,3631.50,-1.40340
"TOI-6038 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.56389000,1528.00,0.0690000000,6207.50,0.53275
"TOI-6041 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.47189000,585.80,0.1651000000,5402.00,-0.21254
"TOI-6054.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.58388628,1290.91,0.0763000000,6079.34,0.52244
"TOI-6054.02","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.80908984,1085.50,0.1079000000,6079.34,0.52244
"TOI-6086 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.07253093,619.17,0.0154100000,3250.00,-2.19791
"TOI-6109 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.92346000,700.00,,5416.10,
"TOI-6109 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.04578000,786.00,,5416.10,
"TOI-6130 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.44569765,1550.50,0.0360000000,6038.50,0.46090
"TOI-615 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",19.06520216,1674.00,0.0678000000,7143.50,0.76790
"TOI-620 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.40516904,570.90,0.0482500000,3670.50,-1.28819
"TOI-622 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.26822068,1331.11,0.0708000000,6728.00,0.47407
"TOI-6223 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.00759000,711.00,0.0401800000,3902.00,
"TOI-6255 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.96173856,1256.46,,3423.00,
"TOI-628 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.00792000,1586.00,0.0486000000,6212.00,0.39445
"TOI-6303 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.94620000,514.50,0.0761000000,3912.50,-1.08672
"TOI-6324 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.04859333,1175.33,,3321.00,
"TOI-6330 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.67880000,443.50,0.0576300000,3530.50,-1.43168
"TOI-6383 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.35045000,702.50,0.0229200000,3434.50,-1.48678
"TOI-640 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",19.63646193,1729.00,0.0660800000,6454.00,0.83442
"TOI-6420 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.29743222,1054.00,0.0753000000,6007.00,0.31175
"TOI-6448 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.76248970,693.00,0.1310000000,5915.00,-0.04191
"TOI-6478 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",4.56755000,120.70,0.1136000000,3252.50,
"TOI-654.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.45319728,750.17,0.0202300730,3462.33,-1.60906
"TOI-6628 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.44559554,711.00,0.1340000000,5364.00,-0.08778
"TOI-663 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.35064270,673.46,0.0295000000,3700.00,
"TOI-663 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.46131876,552.75,0.0437000000,3700.00,
"TOI-663 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.95476220,481.66,0.0576000000,3700.00,
"TOI-6651 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.09132000,1360.00,0.0633000000,5879.45,0.52244
"TOI-669 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.56757496,1168.62,0.0475000000,5592.97,-0.06248
"TOI-6692 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.02266804,702.12,0.5120000000,5968.50,0.31806
"TOI-6695 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.58255130,687.77,0.4020000000,6259.40,0.54033
