pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,pl_orbsmax,st_teff,st_lum
"Kepler-102 f","Transit","Kepler",0.87683333,464.83,0.1630833333,4858.83,
"Kepler-1020 b","Transit","Kepler",2.14000000,316.80,0.3831200000,5224.00,
"Kepler-1021 b","Transit","Kepler",2.07400000,642.20,0.1036200000,5413.60,
"Kepler-1022 b","Transit","Kepler",1.95800000,512.00,0.0808000000,4317.40,
"Kepler-1023 b","Transit","Kepler",3.23600000,440.20,0.3047800000,5457.00,
"Kepler-1024 b","Transit","Kepler",3.61000000,371.20,0.3045800000,5346.00,
"Kepler-1025 b","Transit","Kepler",8.45200000,791.20,0.2436400000,5991.20,
"Kepler-1026 b","Transit","Kepler",2.33000000,425.00,0.1954800000,4891.80,
"Kepler-1027 b","Transit","Kepler",1.75800000,1741.80,0.0296600000,5516.80,
"Kepler-1028 b","Transit","Kepler",1.33800000,1220.80,0.0352600000,5671.60,
"Kepler-1029 b","Transit","Kepler",1.32400000,836.60,0.0468800000,4882.80,
"Kepler-103 b","Transit","Kepler",3.19600000,873.67,0.1288550000,5899.83,
"Kepler-103 c","Transit","Kepler",5.27333333,389.50,0.6471000000,5899.83,
"Kepler-1030 b","Transit","Kepler",2.39200000,525.60,0.1330600000,5007.20,
"Kepler-1031 b","Transit","Kepler",0.83500000,1832.75,0.0226250000,6035.00,
"Kepler-1032 b","Transit","Kepler",1.58600000,806.20,0.0362800000,4502.00,
"Kepler-1033 b","Transit","Kepler",2.48400000,909.00,0.0758800000,5886.60,
"Kepler-1034 b","Transit","Kepler",2.25600000,663.80,0.0974200000,5234.80,
"Kepler-1035 b","Transit","Kepler",1.10200000,1254.60,0.0357600000,5747.20,
"Kepler-1036 b","Transit","Kepler",2.84600000,331.80,0.4741000000,5590.60,
"Kepler-1037 b","Transit","Kepler",1.54800000,1605.60,0.0196400000,5232.40,
"Kepler-1038 b","Transit","Kepler",4.20400000,315.00,0.5201600000,5359.80,
"Kepler-1038 c","Transit","Kepler",1.18000000,799.75,0.0683000000,5387.00,
"Kepler-1039 b","Transit","Kepler",2.95000000,1925.60,0.0179200000,4756.40,
"Kepler-104 b","Transit","Kepler",2.74600000,913.80,0.0933600000,5791.00,
"Kepler-104 c","Transit","Kepler",2.71000000,716.80,0.1517400000,5791.00,
"Kepler-104 d","Transit","Kepler",3.04000000,552.40,0.2557000000,5791.00,
"Kepler-1040 b","Transit","Kepler",2.17000000,305.60,0.6400400000,5770.20,
"Kepler-1041 b","Transit","Kepler",2.52000000,643.60,0.1690400000,6105.40,
"Kepler-1042 b","Transit","Kepler",1.85400000,586.00,0.0774800000,4745.40,
"Kepler-1043 b","Transit","Kepler",2.51400000,534.00,0.2179200000,5982.60,
"Kepler-1044 b","Transit","Kepler",2.66600000,1055.60,0.0726600000,6221.40,
"Kepler-1045 b","Transit","Kepler",2.43000000,516.00,0.1624400000,5451.80,
"Kepler-1046 b","Transit","Kepler",1.65400000,772.20,0.1188600000,6022.00,
"Kepler-1047 b","Transit","Kepler",2.02600000,474.00,0.2862800000,5770.80,
"Kepler-1047 c","Transit","Kepler",0.83750000,1241.50,0.0425000000,5773.50,
"Kepler-1048 b","Transit","Kepler",1.44600000,623.20,0.0594000000,4480.20,
"Kepler-1049 b","Transit","Kepler",0.86000000,634.00,0.0340200000,3842.00,
"Kepler-105 b","Transit","Kepler",3.35857143,1259.57,0.0623285714,6258.86,0.60700
"Kepler-105 c","Transit","Kepler",1.79666667,1124.83,0.0741666667,6235.83,
"Kepler-1050 b","Transit","Kepler",1.79600000,836.40,0.1242800000,6027.80,
"Kepler-1050 c","Transit","Kepler",1.72000000,752.20,0.1536000000,6027.80,
"Kepler-1051 b","Transit","Kepler",2.62000000,806.40,0.1829400000,6703.60,
"Kepler-1052 b","Transit","Kepler",2.49200000,524.80,0.2052200000,5831.80,
"Kepler-1052 c","Transit","Kepler",2.27000000,302.50,0.6132500000,5826.50,
"Kepler-1053 b","Transit","Kepler",0.83400000,835.40,0.0294600000,4267.80,
"Kepler-1054 b","Transit","Kepler",1.88400000,1156.00,0.0538000000,6059.60,
"Kepler-1055 b","Transit","Kepler",1.15200000,1296.00,0.0328000000,5733.80,
"Kepler-1056 b","Transit","Kepler",2.33400000,595.40,0.1647200000,5667.00,
"Kepler-1057 b","Transit","Kepler",2.72200000,722.20,0.1138400000,5848.60,
"Kepler-1058 b","Transit","Kepler",2.21400000,242.00,0.3725200000,4468.80,
"Kepler-1059 b","Transit","Kepler",1.69800000,891.20,0.0440000000,5028.20,
"Kepler-106 b","Transit","Kepler",0.83000000,1030.20,0.0649200000,5872.40,
"Kepler-106 c","Transit","Kepler",2.43200000,792.80,0.1097000000,5872.40,
"Kepler-106 d","Transit","Kepler",1.04200000,655.20,0.1604600000,5872.40,
"Kepler-106 e","Transit","Kepler",2.62600000,535.60,0.2399800000,5872.40,
"Kepler-1060 b","Transit","Kepler",2.41800000,512.00,0.2427000000,5742.20,
"Kepler-1061 b","Transit","Kepler",2.07000000,1517.20,0.0395800000,6320.00,
"Kepler-1062 b","Transit","Kepler",1.63400000,577.20,0.0746400000,4456.60,
"Kepler-1063 b","Transit","Kepler",1.35800000,739.80,0.1116200000,5611.00,
"Kepler-1064 b","Transit","Kepler",1.37200000,548.20,0.1150200000,5104.40,
"Kepler-1065 b","Transit","Kepler",3.35400000,1084.20,0.0456000000,5623.00,
"Kepler-1065 c","Transit","Kepler",1.49250000,1256.00,0.0344000000,5668.00,
"Kepler-1066 b","Transit","Kepler",2.50800000,1474.40,0.0288200000,5608.20,
"Kepler-1067 b","Transit","Kepler",0.71250000,1812.00,0.0159000000,5609.00,
"Kepler-1067 c","Transit","Kepler",1.34800000,937.00,0.0589200000,5606.60,
"Kepler-1068 b","Transit","Kepler",3.53800000,719.20,0.1329800000,5956.00,
"Kepler-1069 b","Transit","Kepler",2.30600000,713.60,0.1648200000,5687.40,
"Kepler-107 b","Transit","Kepler",1.54742857,1481.14,0.0445828571,5865.29,
"Kepler-107 c","Transit","Kepler",1.73200000,1281.86,0.0595114286,5865.29,
"Kepler-107 d","Transit","Kepler",1.01000000,1090.86,0.0821914286,5865.29,
"Kepler-107 e","Transit","Kepler",2.97657143,888.00,0.1239957143,5865.29,
"Kepler-1070 b","Transit","Kepler",1.73600000,1229.40,0.0705400000,6541.40,
"Kepler-1071 b","Transit","Kepler",1.65400000,714.40,0.0564800000,5019.60,
"Kepler-1072 b","Transit","Kepler",1.44600000,1778.60,0.0279000000,6228.40,
"Kepler-1073 b","Transit","Kepler",2.10400000,834.40,0.0806200000,5695.80,
"Kepler-1073 c","Transit","Kepler",1.48250000,1083.50,0.0480750000,5683.00,
"Kepler-1073 d","Transit","Kepler",1.24000000,1268.50,0.0350500000,5683.00,
"Kepler-1074 b","Transit","Kepler",1.14400000,556.00,0.0531200000,3950.60,
"Kepler-1075 b","Transit","Kepler",1.30200000,858.80,0.0212000000,3898.80,
"Kepler-1076 b","Transit","Kepler",0.81000000,759.40,0.0604800000,4955.00,
"Kepler-1077 b","Transit","Kepler",2.63400000,575.60,0.2102800000,6087.60,
"Kepler-1078 b","Transit","Kepler",1.59200000,1131.00,0.0389800000,5679.40,
"Kepler-1079 b","Transit","Kepler",2.81200000,1088.00,0.1193000000,5691.20,
"Kepler-108 b","Transit","Kepler",7.80200000,653.40,0.2830800000,5764.00,
"Kepler-108 c","Transit","Kepler",7.12600000,415.80,0.6979400000,5764.00,
"Kepler-1080 b","Transit","Kepler",3.87800000,541.40,0.3767600000,6461.40,
"Kepler-1081 b","Transit","Kepler",1.71400000,1299.80,0.0474000000,5423.20,
"Kepler-1082 b","Transit","Kepler",0.93000000,1612.40,0.0258400000,6046.80,
"Kepler-1083 b","Transit","Kepler",3.01800000,446.20,0.1894600000,5136.60,
"Kepler-1084 b","Transit","Kepler",1.25600000,1843.60,0.0322400000,6343.00,
"Kepler-1085 b","Transit","Kepler",6.35000000,313.00,0.7391000000,6063.00,
"Kepler-1085 c","Transit","Kepler",3.09800000,488.80,0.2989600000,6060.80,
"Kepler-1086 b","Transit","Kepler",2.13600000,419.60,0.1181400000,4194.20,
"Kepler-1086 c","Transit","Kepler",2.77500000,205.00,0.4980500000,4163.50,
"Kepler-1087 b","Transit","Kepler",0.79000000,2103.20,0.0150000000,5527.40,
"Kepler-1088 b","Transit","Kepler",1.42400000,689.60,0.1606200000,5975.60,
"Kepler-1089 b","Transit","Kepler",1.74800000,547.80,0.0469000000,3755.40,
"Kepler-109 b","Transit","Kepler",2.42333333,1175.33,0.0690666667,5937.00,
"Kepler-109 c","Transit","Kepler",2.55666667,790.83,0.1524166667,5937.00,
"Kepler-1090 b","Transit","Kepler",2.58000000,290.25,0.6233500000,5384.75,
"Kepler-1090 c","Transit","Kepler",3.09600000,483.80,0.2226000000,5383.60,
"Kepler-1091 b","Transit","Kepler",1.17600000,1483.60,0.0239600000,5711.20,
"Kepler-1092 b","Transit","Kepler",2.16200000,508.40,0.3008800000,6249.60,
"Kepler-1093 b","Transit","Kepler",2.09000000,779.80,0.1704000000,6434.40,
"Kepler-1093 c","Transit","Kepler",2.11250000,508.00,0.3940000000,6429.00,
"Kepler-1094 b","Transit","Kepler",2.82400000,453.40,0.3652800000,6079.20,
"Kepler-1095 b","Transit","Kepler",1.24600000,1109.40,0.0515200000,5983.80,
"Kepler-1096 b","Transit","Kepler",1.19800000,777.20,0.0335600000,4196.60,
"Kepler-1097 b","Transit","Kepler",3.18200000,269.00,0.5826800000,5307.00,
"Kepler-1098 b","Transit","Kepler",1.17800000,1289.40,0.0351200000,5724.00,
"Kepler-1099 b","Transit","Kepler",2.94800000,1555.80,0.0335600000,6142.80,
"Kepler-11 b","Transit","Kepler",1.82200000,849.40,0.0906400000,5662.60,
"Kepler-11 c","Transit","Kepler",2.91600000,785.80,0.1060000000,5662.60,
"Kepler-11 d","Transit","Kepler",3.23600000,653.00,0.1534400000,5662.60,
"Kepler-11 e","Transit","Kepler",3.99400000,582.20,0.1928800000,5662.60,
"Kepler-11 f","Transit","Kepler",2.63400000,513.20,0.2481600000,5662.60,
"Kepler-11 g","Transit","Kepler",3.43200000,376.20,0.4614800000,5662.60,
"Kepler-110 b","Transit","Kepler",2.89200000,1039.80,0.1087000000,5885.80,
"Kepler-110 c","Transit","Kepler",3.46000000,766.40,0.2001000000,5885.80,
"Kepler-1100 b","Transit","Kepler",1.29000000,1030.20,0.0690200000,6158.00,
"Kepler-1101 b","Transit","Kepler",2.28200000,374.80,0.3523800000,5520.40,
"Kepler-1102 b","Transit","Kepler",3.17000000,546.00,0.2732800000,6114.80,
"Kepler-1103 b","Transit","Kepler",2.14400000,734.00,0.1477600000,6280.40,
"Kepler-1104 b","Transit","Kepler",1.18000000,1278.00,0.0616000000,6442.60,
"Kepler-1105 b","Transit","Kepler",1.85600000,696.00,0.0458800000,4219.20,
"Kepler-1106 b","Transit","Kepler",1.61800000,1866.20,0.0233200000,6168.40,
"Kepler-1107 b","Transit","Kepler",1.42000000,1865.00,0.0126600000,5168.00,
"Kepler-1108 b","Transit","Kepler",1.46000000,989.00,0.0514000000,5518.60,
"Kepler-1109 b","Transit","Kepler",2.47000000,565.20,0.2196800000,5699.20,
"Kepler-111 b","Transit","Kepler",1.68200000,1321.60,0.0453400000,5908.60,
"Kepler-111 c","Transit","Kepler",7.44234597,329.70,0.7500500000,5909.50,0.15836
"Kepler-1110 b","Transit","Kepler",2.30800000,608.40,0.0767200000,4786.40,
"Kepler-1111 b","Transit","Kepler",1.83600000,931.00,0.0867600000,6126.60,
"Kepler-1112 b","Transit","Kepler",2.51200000,926.80,0.1261600000,6655.60,
"Kepler-1113 b","Transit","Kepler",2.36000000,527.20,0.2336800000,5763.60,
"Kepler-1114 b","Transit","Kepler",1.71800000,718.00,0.1112200000,5438.00,
"Kepler-1115 b","Transit","Kepler",2.24800000,1376.20,0.2127200000,9567.60,
"Kepler-1116 b","Transit","Kepler",2.38000000,487.40,0.2328600000,5730.80,
"Kepler-1117 b","Transit","Kepler",1.03600000,955.20,0.0540000000,5536.00,
"Kepler-1118 b","Transit","Kepler",2.89000000,528.80,0.2097200000,5427.40,
"Kepler-1119 b","Transit","Kepler",1.70600000,937.00,0.0811600000,6052.40,
"Kepler-112 b","Transit","Kepler",2.78800000,906.20,0.0751400000,5732.40,
"Kepler-112 c","Transit","Kepler",2.88400000,602.20,0.1701200000,5732.40,
"Kepler-1120 b","Transit","Kepler",1.50200000,1014.80,0.0367200000,4972.20,
"Kepler-1121 b","Transit","Kepler",1.70000000,990.00,0.1159800000,6292.20,
"Kepler-1122 b","Transit","Kepler",2.08400000,486.40,0.2328000000,5636.20,
"Kepler-1123 b","Transit","Kepler",1.72800000,1026.60,0.0509600000,5531.20,
"Kepler-1124 b","Transit","Kepler",2.06600000,644.40,0.0310400000,3763.20,
"Kepler-1125 b","Transit","Kepler",1.88200000,675.00,0.1303400000,5796.20,
"Kepler-1126 b","Transit","Kepler",1.66200000,379.40,0.4356000000,6027.60,
"Kepler-1126 c","Transit","Kepler",1.51750000,305.75,0.6454000000,5999.00,
"Kepler-1127 b","Transit","Kepler",1.54400000,928.40,0.0551400000,5487.80,
"Kepler-1128 b","Transit","Kepler",3.46600000,418.60,0.3035800000,5562.60,
"Kepler-1129 b","Transit","Kepler",3.50600000,694.80,0.1647400000,6062.00,
"Kepler-1129 c","Transit","Kepler",2.99500000,479.00,0.3508500000,6079.00,
"Kepler-113 b","Transit","Kepler",1.95400000,771.60,0.0495000000,4645.20,
"Kepler-113 c","Transit","Kepler",2.49000000,625.40,0.0752800000,4645.20,
"Kepler-1130 b","Transit","Kepler",0.89400000,924.40,0.0590600000,5423.00,
"Kepler-1130 c","Transit","Kepler",0.68200000,1097.60,0.0419000000,5423.00,
"Kepler-1130 d","Transit","Kepler",0.66000000,1003.40,0.0501400000,5423.00,
"Kepler-1131 b","Transit","Kepler",1.43000000,1179.20,0.0458600000,5915.40,
"Kepler-1132 b","Transit","Kepler",2.17400000,375.00,0.2884400000,5269.60,
"Kepler-1133 b","Transit","Kepler",1.81400000,717.20,0.0968000000,5586.60,
"Kepler-1134 b","Transit","Kepler",2.50200000,607.20,0.1250200000,5444.00,
"Kepler-1135 b","Transit","Kepler",2.02600000,452.20,0.3448800000,5879.60,
"Kepler-1136 b","Transit","Kepler",1.50400000,914.20,0.0299200000,4479.40,
"Kepler-1137 b","Transit","Kepler",2.52000000,990.00,0.1854400000,7133.00,
"Kepler-1138 b","Transit","Kepler",1.67600000,1182.60,0.0401400000,5676.00,
"Kepler-1139 b","Transit","Kepler",1.05400000,1619.80,0.0162800000,5269.00,
"Kepler-114 b","Transit","Kepler",1.06000000,609.50,0.0490000000,4088.50,
"Kepler-114 c","Transit","Kepler",1.34833333,526.50,0.0656700000,4088.50,
"Kepler-114 d","Transit","Kepler",2.11833333,463.83,0.0846133333,4088.50,
"Kepler-1140 b","Transit","Kepler",2.91400000,500.80,0.1494400000,4938.20,
"Kepler-1141 b","Transit","Kepler",0.85600000,1451.80,0.0340200000,5851.60,
"Kepler-1142 b","Transit","Kepler",1.50800000,686.20,0.1301000000,5669.60,
"Kepler-1143 b","Transit","Kepler",1.50400000,964.60,0.0354400000,4911.60,
"Kepler-1143 c","Transit","Kepler",3.21666667,231.33,0.6192333333,4901.67,
"Kepler-1144 b","Transit","Kepler",2.17800000,706.00,0.1280600000,5840.60,
"Kepler-1145 b","Transit","Kepler",1.51000000,958.80,0.0444400000,5181.20,
"Kepler-1146 b","Transit","Kepler",1.29400000,1013.40,0.0319400000,4797.60,
"Kepler-1147 b","Transit","Kepler",2.18600000,871.20,0.0960800000,6077.40,
"Kepler-1148 b","Transit","Kepler",1.61200000,1389.40,0.0188400000,5000.40,
"Kepler-1149 b","Transit","Kepler",1.33600000,1115.80,0.0468200000,5801.80,
"Kepler-115 b","Transit","Kepler",1.10800000,1481.20,0.0353600000,5976.20,
"Kepler-115 c","Transit","Kepler",2.50200000,954.80,0.0851400000,5976.20,
"Kepler-1150 b","Transit","Kepler",2.13600000,1327.00,0.0373600000,4802.80,
"Kepler-1151 b","Transit","Kepler",2.73800000,463.00,0.3067600000,5749.40,
"Kepler-1152 b","Transit","Kepler",0.93200000,841.00,0.0223600000,3916.40,
"Kepler-1153 b","Transit","Kepler",1.69800000,1340.60,0.0277600000,5567.80,
"Kepler-1154 b","Transit","Kepler",1.77400000,1153.80,0.0608600000,6163.80,
"Kepler-1154 c","Transit","Kepler",1.88250000,991.75,0.0846500000,6165.25,
"Kepler-1155 b","Transit","Kepler",2.30000000,610.20,0.2006800000,5909.60,
"Kepler-1156 b","Transit","Kepler",1.31200000,806.40,0.1021800000,5977.60,
"Kepler-1157 b","Transit","Kepler",0.91200000,731.60,0.0450400000,4498.40,
"Kepler-1158 b","Transit","Kepler",1.71000000,975.00,0.1187600000,6334.00,
"Kepler-1159 b","Transit","Kepler",1.83600000,677.60,0.1604400000,6169.60,
"Kepler-116 b","Transit","Kepler",2.86800000,1194.60,0.0682400000,6413.80,
"Kepler-116 c","Transit","Kepler",2.02800000,920.40,0.1149800000,6413.80,
"Kepler-1160 b","Transit","Kepler",1.93400000,844.40,0.0758000000,5783.20,
"Kepler-1161 b","Transit","Kepler",2.10200000,493.60,0.0784800000,4130.00,
"Kepler-1162 b","Transit","Kepler",2.14200000,503.60,0.1930000000,5498.00,
"Kepler-1162 c","Transit","Kepler",1.79500000,413.75,0.2877000000,5487.50,
"Kepler-1163 b","Transit","Kepler",0.93200000,1160.80,0.0682400000,6399.00,
"Kepler-1164 b","Transit","Kepler",1.16400000,967.80,0.0455000000,5191.00,
"Kepler-1165 b","Transit","Kepler",1.44000000,949.00,0.0907250000,6230.25,
"Kepler-1165 c","Transit","Kepler",1.98600000,642.60,0.1955200000,6229.20,
"Kepler-1166 b","Transit","Kepler",1.90600000,546.80,0.1953200000,5551.40,
"Kepler-1167 b","Transit","Kepler",1.75400000,1422.20,0.0178000000,4914.80,
"Kepler-1168 b","Transit","Kepler",2.19200000,377.40,0.2663200000,5164.40,
"Kepler-1169 b","Transit","Kepler",0.98800000,1129.40,0.0684400000,6057.60,
"Kepler-117 b","Transit","Kepler",6.55150000,842.00,0.1459166667,6358.17,
"Kepler-117 c","Transit","Kepler",9.86183333,604.00,0.2832333333,6358.17,
"Kepler-1170 b","Transit","Kepler",2.53600000,692.60,0.0881200000,5219.60,
"Kepler-1171 b","Transit","Kepler",2.79200000,2709.00,0.0287200000,7217.20,
"Kepler-1172 b","Transit","Kepler",3.34200000,581.60,0.1707600000,5722.60,
"Kepler-1173 b","Transit","Kepler",0.90000000,1632.80,0.0156200000,5159.00,
"Kepler-1174 b","Transit","Kepler",1.55200000,1003.20,0.0717600000,6011.80,
"Kepler-1175 b","Transit","Kepler",3.06400000,516.60,0.2188000000,5867.40,
"Kepler-1176 b","Transit","Kepler",1.95200000,560.40,0.1568000000,5522.00,
"Kepler-1177 b","Transit","Kepler",2.03600000,393.00,0.4368000000,5907.00,
"Kepler-1178 b","Transit","Kepler",0.70500000,378.00,0.1596000000,4729.00,
"Kepler-1179 b","Transit","Kepler",1.34800000,1135.40,0.0346800000,5265.60,
"Kepler-118 b","Transit","Kepler",1.54600000,828.40,0.0707200000,5214.00,
"Kepler-118 c","Transit","Kepler",6.78200000,595.80,0.1364600000,5214.00,
"Kepler-1180 b","Transit","Kepler",1.69800000,768.00,0.1264800000,6216.80,
"Kepler-1181 b","Transit","Kepler",1.54400000,1342.40,0.0618800000,6612.20,
"Kepler-1181 c","Transit","Kepler",1.63500000,1114.25,0.0928000000,6682.00,
"Kepler-1182 b","Transit","Kepler",1.86800000,794.80,0.0980800000,5908.80,
"Kepler-1183 b","Transit","Kepler",2.56800000,555.20,0.1790400000,5707.20,
"Kepler-1184 b","Transit","Kepler",2.60000000,530.40,0.2872400000,6319.60,
"Kepler-1185 b","Transit","Kepler",1.42333333,365.67,0.4382333333,5719.33,
"Kepler-1186 b","Transit","Kepler",2.26400000,719.20,0.1274800000,5948.80,
"Kepler-1187 b","Transit","Kepler",2.38400000,702.20,0.1404800000,6103.60,
"Kepler-1188 b","Transit","Kepler",2.17200000,776.60,0.1344400000,6212.80,
"Kepler-1189 b","Transit","Kepler",1.56600000,1245.60,0.0481400000,5826.80,
"Kepler-119 b","Transit","Kepler",3.59400000,1211.20,0.0342600000,5586.40,
"Kepler-119 c","Transit","Kepler",0.89000000,1013.40,0.0489400000,5586.40,
"Kepler-1190 b","Transit","Kepler",1.26600000,598.60,0.0826800000,4689.00,
"Kepler-1191 b","Transit","Kepler",1.53400000,900.00,0.0593600000,5430.20,
"Kepler-1192 b","Transit","Kepler",2.46600000,596.60,0.1688400000,5824.00,
"Kepler-1193 b","Transit","Kepler",1.22200000,1388.00,0.0398800000,6026.20,
"Kepler-1194 b","Transit","Kepler",1.78600000,762.20,0.1216400000,5792.40,
"Kepler-1195 b","Transit","Kepler",2.15400000,704.60,0.0730800000,5100.80,
"Kepler-1196 b","Transit","Kepler",2.15000000,433.20,0.3165400000,5843.80,
"Kepler-1197 b","Transit","Kepler",1.14000000,986.80,0.0273200000,4599.20,
"Kepler-1198 b","Transit","Kepler",1.72800000,911.80,0.0752000000,5627.80,
"Kepler-1199 b","Transit","Kepler",1.23800000,832.40,0.1169400000,5954.00,
"Kepler-12 b","Transit","Kepler",18.68120921,1380.63,0.0549714286,5960.50,
"Kepler-120 b","Transit","Kepler",2.08166667,586.33,0.0564183333,4167.83,
"Kepler-120 c","Transit","Kepler",1.66500000,463.17,0.0903616667,4167.83,
"Kepler-1200 b","Transit","Kepler",1.02800000,1168.60,0.0187000000,4485.00,
"Kepler-1201 b","Transit","Kepler",1.92200000,792.20,0.1192400000,6142.00,
"Kepler-1202 b","Transit","Kepler",2.48200000,546.40,0.1790400000,5723.00,
"Kepler-1203 b","Transit","Kepler",0.97600000,1229.80,0.0113200000,3969.00,
"Kepler-1204 b","Transit","Kepler",3.07200000,447.40,0.3871600000,6089.80,
"Kepler-1205 b","Transit","Kepler",1.76600000,1635.60,0.0194800000,5308.40,
"Kepler-1206 b","Transit","Kepler",1.59000000,1299.20,0.0200800000,4851.40,
"Kepler-1207 b","Transit","Kepler",1.52400000,796.60,0.1152800000,6093.00,
"Kepler-1208 b","Transit","Kepler",2.47200000,661.60,0.0906800000,5043.40,
"Kepler-1209 b","Transit","Kepler",1.48400000,763.00,0.1792600000,6296.80,
"Kepler-121 b","Transit","Kepler",2.58000000,1009.20,0.0391400000,5320.20,
"Kepler-121 c","Transit","Kepler",2.65400000,430.20,0.2153600000,5320.20,
"Kepler-1210 b","Transit","Kepler",1.55200000,858.40,0.0758400000,5771.00,
"Kepler-1211 b","Transit","Kepler",2.60200000,837.80,0.0986000000,6070.80,
"Kepler-1212 b","Transit","Kepler",1.78200000,797.20,0.1087600000,6122.00,
"Kepler-1213 b","Transit","Kepler",1.05200000,1121.60,0.0610400000,6180.80,
"Kepler-1214 b","Transit","Kepler",2.50200000,588.80,0.1296000000,5175.80,
"Kepler-1215 b","Transit","Kepler",1.27800000,1046.80,0.0528400000,5628.20,
"Kepler-1216 b","Transit","Kepler",1.45400000,1153.80,0.0535600000,5969.60,
"Kepler-1217 b","Transit","Kepler",1.84400000,1530.40,0.0324800000,6147.00,
"Kepler-1218 b","Transit","Kepler",1.37600000,698.00,0.1579200000,5974.00,
"Kepler-1219 b","Transit","Kepler",1.76600000,892.20,0.1282600000,6006.60,
"Kepler-122 b","Transit","Kepler",1.94200000,1065.40,0.0635400000,6089.80,
"Kepler-122 c","Transit","Kepler",4.86600000,823.20,0.1064000000,6089.80,
"Kepler-122 d","Transit","Kepler",1.71200000,686.20,0.1533000000,6089.80,
"Kepler-122 e","Transit","Kepler",2.00600000,568.20,0.2235000000,6089.80,
"Kepler-122 f","Transit Timing Variations","Kepler",1.88800000,498.60,0.2903800000,6089.80,
"Kepler-1220 b","Transit","Kepler",1.37800000,922.40,0.0703800000,5723.80,
"Kepler-1221 b","Transit","Kepler",1.59600000,636.20,0.0916800000,5211.00,
"Kepler-1222 b","Transit","Kepler",0.77200000,1163.60,0.0276800000,5160.20,
"Kepler-1223 b","Transit","Kepler",1.31800000,548.00,0.1171400000,4851.80,
"Kepler-1224 b","Transit","Kepler",1.15800000,856.80,0.1125800000,6250.20,
"Kepler-1225 b","Transit","Kepler",2.05800000,1132.00,0.0747000000,6241.20,
"Kepler-1226 b","Transit","Kepler",1.54600000,751.80,0.1336000000,6137.00,
"Kepler-1227 b","Transit","Kepler",2.14400000,389.80,0.3908000000,5773.80,
"Kepler-1228 b","Transit","Kepler",1.49200000,1765.00,0.0125400000,5261.60,
"Kepler-1229 b","Transit","Kepler",1.34000000,204.00,0.2974333333,3723.00,-1.53300
"Kepler-123 b","Transit","Kepler",2.56400000,781.80,0.1321600000,6123.60,
"Kepler-123 c","Transit","Kepler",1.34800000,675.80,0.1769000000,6123.60,
"Kepler-1230 b","Transit","Kepler",3.05200000,943.60,0.0922800000,6160.80,
"Kepler-1231 b","Transit","Kepler",1.35600000,816.40,0.0930400000,5785.40,
"Kepler-1232 b","Transit","Kepler",1.93000000,567.00,0.1683200000,5428.00,
"Kepler-1233 b","Transit","Kepler",2.29800000,602.80,0.2630200000,6501.80,
"Kepler-1234 b","Transit","Kepler",2.61400000,625.80,0.0955800000,5059.80,
"Kepler-1235 b","Transit","Kepler",0.70600000,980.80,0.0490200000,5483.60,
"Kepler-1236 b","Transit","Kepler",1.94600000,486.60,0.1810000000,5420.60,
"Kepler-1237 b","Transit","Kepler",2.65800000,361.40,0.3726400000,5388.60,
"Kepler-1238 b","Transit","Kepler",1.59400000,1311.60,0.0539800000,6277.20,
"Kepler-1239 b","Transit","Kepler",1.98400000,1166.40,0.0620600000,6289.20,
"Kepler-124 b","Transit","Kepler",0.87800000,932.80,0.0401800000,5171.80,
"Kepler-124 c","Transit","Kepler",2.20600000,585.60,0.1020200000,5171.80,
"Kepler-124 d","Transit","Kepler",1.33200000,447.20,0.1747600000,5171.80,
"Kepler-1240 b","Transit","Kepler",1.20600000,1066.20,0.0539800000,5663.60,
"Kepler-1241 b","Transit","Kepler",2.62400000,612.80,0.1331600000,5558.40,
"Kepler-1242 b","Transit","Kepler",2.88200000,642.20,0.1049200000,5014.00,
"Kepler-1243 b","Transit","Kepler",1.67600000,687.80,0.1249000000,5723.20,
"Kepler-1244 b","Transit","Kepler",1.20800000,1675.80,0.0498400000,6729.80,
"Kepler-1245 b","Transit","Kepler",1.62200000,1043.60,0.0485200000,5453.40,
"Kepler-1245 c","Transit","Kepler",1.67250000,1189.25,0.0372000000,5455.00,
"Kepler-1246 b","Transit","Kepler",1.26400000,552.60,0.0848400000,4568.80,
"Kepler-1247 b","Transit","Kepler",2.37400000,669.40,0.1094800000,5515.60,
"Kepler-1248 b","Transit","Kepler",1.10800000,1035.40,0.0780600000,6079.80,
"Kepler-1249 b","Transit","Kepler",1.84000000,646.60,0.1672000000,6090.00,
"Kepler-125 b","Transit","Kepler",2.62166667,599.50,0.0412066667,3840.67,
"Kepler-125 c","Transit","Kepler",0.83400000,538.80,0.0512000000,3846.80,
"Kepler-1250 b","Transit","Kepler",2.10800000,1420.80,0.0391000000,6145.00,
"Kepler-1251 b","Transit","Kepler",1.99600000,484.60,0.2472400000,5782.60,
"Kepler-1252 b","Transit","Kepler",1.33000000,673.80,0.1088400000,5483.60,
"Kepler-1253 b","Transit","Kepler",1.32400000,484.00,0.3147000000,5956.40,
"Kepler-1254 b","Transit","Kepler",1.57400000,675.20,0.0836600000,5068.60,
"Kepler-1254 c","Transit","Kepler",1.33000000,947.25,0.0424250000,5057.00,
"Kepler-1254 d","Transit","Kepler",1.36250000,811.25,0.0578750000,5057.00,
